OCC_CODE,REPORT_DATE,NAICS,NAICS_TITLE,TOT_EMP
29-1111,2003-11-01,325400,Pharmaceutical and Medicine Manufacturing,190
29-1111,2003-11-01,325900,Other Chemical Product and Preparation Manufacturing,40
29-1111,2003-11-01,326100,Plastics Product Manufacturing,50
29-1111,2003-11-01,326200,Rubber Product Manufacturing,40
29-1111,2003-11-01,331100,Iron and Steel Mills and Ferroalloy Manufacturing,40
29-1111,2003-11-01,331500,Foundries,40
29-1111,2003-11-01,332900,Other Fabricated Metal Product Manufacturing,50
29-1111,2003-11-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",40
29-1111,2003-11-01,333300,Commercial and Service Industry Machinery Manufacturing,40
29-1111,2003-11-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",140
29-1111,2003-11-01,336300,Motor Vehicle Parts Manufacturing,300
29-1111,2003-11-01,336400,Aerospace Product and Parts Manufacturing,80
29-1111,2003-11-01,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,70
29-1111,2003-11-01,339100,Medical Equipment and Supplies Manufacturing,40
29-1111,2003-11-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,240
29-1111,2003-11-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,360
29-1111,2003-11-01,425100,Wholesale Electronic Markets and Agents and Brokers,60
29-1111,2003-11-01,446100,Health and Personal Care Stores,0
29-1111,2003-11-01,454100,Electronic Shopping and Mail-Order Houses,130
29-1111,2003-11-01,481100,Scheduled Air Transportation,110
29-1111,2003-11-01,481200,Nonscheduled Air Transportation,30
29-1111,2003-11-01,485900,Other Transit and Ground Passenger Transportation,30
29-1111,2003-11-01,491100,Postal Service,210
29-1111,2003-11-01,493100,Warehousing and Storage,40
29-1111,2003-11-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",40
29-1111,2003-11-01,522200,Nondepository Credit Intermediation,40
29-1111,2003-11-01,523900,Other Financial Investment Activities,0
29-1111,2003-11-01,524100,Insurance Carriers,14060
29-1111,2003-11-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",2770
29-1111,2003-11-01,525100,Insurance and Employee Benefit Funds,0
29-1111,2003-11-01,531100,Lessors of Real Estate,1090
29-1111,2003-11-01,531200,Offices of Real Estate Agents and Brokers,30
29-1111,2003-11-01,531300,Activities Related to Real Estate,190
29-1111,2003-11-01,532200,Consumer Goods Rental,680
29-1111,2003-11-01,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,30
29-1111,2003-11-01,541100,Legal Services,310
29-1111,2003-11-01,541300,"Architectural, Engineering, and Related Services",420
29-1111,2003-11-01,541500,Computer Systems Design and Related Services,70
29-1111,2003-11-01,541600,"Management, Scientific, and Technical Consulting Services",4930
29-1111,2003-11-01,541700,Scientific Research and Development Services,3050
29-1111,2003-11-01,541900,"Other Professional, Scientific, and Technical Services",0
29-1111,2003-11-01,551100,Management of Companies and Enterprises,5990
29-1111,2003-11-01,561100,Office Administrative Services,5080
29-1111,2003-11-01,561200,Facilities Support Services,730
29-1111,2003-11-01,561300,Employment Services,72460
29-1111,2003-11-01,561400,Business Support Services,390
29-1111,2003-11-01,561700,Services to Buildings and Dwellings,40
29-1111,2003-11-01,611100,Elementary and Secondary Schools,44790
29-1111,2003-11-01,611200,Junior Colleges,490
29-1111,2003-11-01,611300,"Colleges, Universities, and Professional Schools",26850
29-1111,2003-11-01,611400,Business Schools and Computer and Management Training,70
29-1111,2003-11-01,611500,Technical and Trade Schools,80
29-1111,2003-11-01,611600,Other Schools and Instruction,300
29-1111,2003-11-01,611700,Educational Support Services,100
29-1111,2003-11-01,621100,Offices of Physicians,199040
29-1111,2003-11-01,621200,Offices of Dentists,1700
29-1111,2003-11-01,621300,Offices of Other Health Practitioners,10740
29-1111,2003-11-01,621400,Outpatient Care Centers,56060
29-1111,2003-11-01,621500,Medical and Diagnostic Laboratories,1530
29-1111,2003-11-01,621600,Home Health Care Services,114960
29-1111,2003-11-01,621900,Other Ambulatory Health Care Services,9300
29-1111,2003-11-01,622100,General Medical and Surgical Hospitals,1314520
29-1111,2003-11-01,622200,Psychiatric and Substance Abuse Hospitals,30470
29-1111,2003-11-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,37870
29-1111,2003-11-01,623100,Nursing Care Facilities,120130
29-1111,2003-11-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",10900
29-1111,2003-11-01,623300,Community Care Facilities for the Elderly,21790
29-1111,2003-11-01,623900,Other Residential Care Facilities,2210
29-1111,2003-11-01,624100,Individual and Family Services,10660
29-1111,2003-11-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",570
29-1111,2003-11-01,624300,Vocational Rehabilitation Services,2390
29-1111,2003-11-01,624400,Child Day Care Services,950
29-1111,2003-11-01,711200,Spectator Sports,90
29-1111,2003-11-01,713100,Amusement Parks and Arcades,120
29-1111,2003-11-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,0
29-1111,2003-11-01,721300,Rooming and Boarding Houses,40
29-1111,2003-11-01,812100,Personal Care Services,0
29-1111,2003-11-01,812900,Other Personal Services,80
29-1111,2003-11-01,813100,Religious Organizations,490
29-1111,2003-11-01,813200,Grantmaking and Giving Services,440
29-1111,2003-11-01,813300,Social Advocacy Organizations,270
29-1111,2003-11-01,813400,Civic and Social Organizations,210
29-1111,2003-11-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",550
29-1111,2003-11-01,999100,Federal Executive Branch ,47580
29-1111,2003-11-01,999200,State Government (OES designation),35550
29-1111,2003-11-01,999300,Local Government (OES designation),51950
29-1111,2004-05-01,221100,"Electric Power Generation, Transmission and Distribution",50
29-1111,2004-05-01,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,50
29-1111,2004-05-01,311600,Animal Slaughtering and Processing,260
29-1111,2004-05-01,313200,Fabric Mills,30
29-1111,2004-05-01,322100,"Pulp, Paper, and Paperboard Mills",110
29-1111,2004-05-01,322200,Converted Paper Product Manufacturing,40
29-1111,2004-05-01,324100,Petroleum and Coal Products Manufacturing,50
29-1111,2004-05-01,325100,Basic Chemical Manufacturing,110
29-1111,2004-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",70
29-1111,2004-05-01,325400,Pharmaceutical and Medicine Manufacturing,180
29-1111,2004-05-01,325900,Other Chemical Product and Preparation Manufacturing,40
29-1111,2004-05-01,326100,Plastics Product Manufacturing,50
29-1111,2004-05-01,326200,Rubber Product Manufacturing,40
29-1111,2004-05-01,331100,Iron and Steel Mills and Ferroalloy Manufacturing,30
29-1111,2004-05-01,331500,Foundries,40
29-1111,2004-05-01,332900,Other Fabricated Metal Product Manufacturing,50
29-1111,2004-05-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",30
29-1111,2004-05-01,334400,Semiconductor and Other Electronic Component Manufacturing,120
29-1111,2004-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",150
29-1111,2004-05-01,335200,Household Appliance Manufacturing,40
29-1111,2004-05-01,336300,Motor Vehicle Parts Manufacturing,280
29-1111,2004-05-01,336400,Aerospace Product and Parts Manufacturing,90
29-1111,2004-05-01,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,80
29-1111,2004-05-01,339100,Medical Equipment and Supplies Manufacturing,80
29-1111,2004-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,490
29-1111,2004-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,70
29-1111,2004-05-01,446100,Health and Personal Care Stores,1800
29-1111,2004-05-01,454100,Electronic Shopping and Mail-Order Houses,140
29-1111,2004-05-01,481100,Scheduled Air Transportation,100
29-1111,2004-05-01,481200,Nonscheduled Air Transportation,70
29-1111,2004-05-01,485900,Other Transit and Ground Passenger Transportation,70
29-1111,2004-05-01,491100,Postal Service,210
29-1111,2004-05-01,493100,Warehousing and Storage,50
29-1111,2004-05-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",30
29-1111,2004-05-01,518200,"Data Processing, Hosting, and Related Services",70
29-1111,2004-05-01,522200,Nondepository Credit Intermediation,40
29-1111,2004-05-01,523900,Other Financial Investment Activities,0
29-1111,2004-05-01,524100,Insurance Carriers,14830
29-1111,2004-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",3310
29-1111,2004-05-01,525100,Insurance and Employee Benefit Funds,940
29-1111,2004-05-01,531100,Lessors of Real Estate,940
29-1111,2004-05-01,531200,Offices of Real Estate Agents and Brokers,0
29-1111,2004-05-01,531300,Activities Related to Real Estate,80
29-1111,2004-05-01,532200,Consumer Goods Rental,730
29-1111,2004-05-01,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,0
29-1111,2004-05-01,541100,Legal Services,330
29-1111,2004-05-01,541300,"Architectural, Engineering, and Related Services",80
29-1111,2004-05-01,541500,Computer Systems Design and Related Services,240
29-1111,2004-05-01,541600,"Management, Scientific, and Technical Consulting Services",5790
29-1111,2004-05-01,541700,Scientific Research and Development Services,2630
29-1111,2004-05-01,541900,"Other Professional, Scientific, and Technical Services",150
29-1111,2004-05-01,551100,Management of Companies and Enterprises,7290
29-1111,2004-05-01,561100,Office Administrative Services,5430
29-1111,2004-05-01,561200,Facilities Support Services,570
29-1111,2004-05-01,561300,Employment Services,75430
29-1111,2004-05-01,561400,Business Support Services,480
29-1111,2004-05-01,611100,Elementary and Secondary Schools,46580
29-1111,2004-05-01,611200,Junior Colleges,540
29-1111,2004-05-01,611300,"Colleges, Universities, and Professional Schools",26940
29-1111,2004-05-01,611500,Technical and Trade Schools,0
29-1111,2004-05-01,611600,Other Schools and Instruction,230
29-1111,2004-05-01,611700,Educational Support Services,110
29-1111,2004-05-01,621100,Offices of Physicians,205300
29-1111,2004-05-01,621200,Offices of Dentists,1050
29-1111,2004-05-01,621300,Offices of Other Health Practitioners,10460
29-1111,2004-05-01,621400,Outpatient Care Centers,57800
29-1111,2004-05-01,621500,Medical and Diagnostic Laboratories,1610
29-1111,2004-05-01,621600,Home Health Care Services,114870
29-1111,2004-05-01,621900,Other Ambulatory Health Care Services,8660
29-1111,2004-05-01,622100,General Medical and Surgical Hospitals,1325550
29-1111,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,31240
29-1111,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,39320
29-1111,2004-05-01,623100,Nursing Care Facilities,119860
29-1111,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",11380
29-1111,2004-05-01,623300,Community Care Facilities for the Elderly,23110
29-1111,2004-05-01,623900,Other Residential Care Facilities,2450
29-1111,2004-05-01,624100,Individual and Family Services,13130
29-1111,2004-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",600
29-1111,2004-05-01,624300,Vocational Rehabilitation Services,2200
29-1111,2004-05-01,624400,Child Day Care Services,1070
29-1111,2004-05-01,711200,Spectator Sports,90
29-1111,2004-05-01,713100,Amusement Parks and Arcades,240
29-1111,2004-05-01,713900,Other Amusement and Recreation Industries,40
29-1111,2004-05-01,721100,Traveler Accommodation,70
29-1111,2004-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,40
29-1111,2004-05-01,721300,Rooming and Boarding Houses,40
29-1111,2004-05-01,812100,Personal Care Services,0
29-1111,2004-05-01,812900,Other Personal Services,90
29-1111,2004-05-01,813100,Religious Organizations,590
29-1111,2004-05-01,813200,Grantmaking and Giving Services,370
29-1111,2004-05-01,813300,Social Advocacy Organizations,300
29-1111,2004-05-01,813400,Civic and Social Organizations,0
29-1111,2004-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",560
29-1111,2004-05-01,999100,Federal Executive Branch,48490
29-1111,2004-05-01,999200,State Government (OES designation),35540
29-1111,2004-05-01,999300,Local Government (OES designation),51320
29-1111,2004-11-01,221100,"Electric Power Generation, Transmission and Distribution",50
29-1111,2004-11-01,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,50
29-1111,2004-11-01,311600,Animal Slaughtering and Processing,290
29-1111,2004-11-01,313200,Fabric Mills,40
29-1111,2004-11-01,322100,"Pulp, Paper, and Paperboard Mills",100
29-1111,2004-11-01,322200,Converted Paper Product Manufacturing,30
29-1111,2004-11-01,324100,Petroleum and Coal Products Manufacturing,40
29-1111,2004-11-01,325100,Basic Chemical Manufacturing,80
29-1111,2004-11-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",60
29-1111,2004-11-01,325400,Pharmaceutical and Medicine Manufacturing,150
29-1111,2004-11-01,325900,Other Chemical Product and Preparation Manufacturing,50
29-1111,2004-11-01,326100,Plastics Product Manufacturing,50
29-1111,2004-11-01,326200,Rubber Product Manufacturing,40
29-1111,2004-11-01,331100,Iron and Steel Mills and Ferroalloy Manufacturing,30
29-1111,2004-11-01,331500,Foundries,40
29-1111,2004-11-01,332900,Other Fabricated Metal Product Manufacturing,60
29-1111,2004-11-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",40
29-1111,2004-11-01,334400,Semiconductor and Other Electronic Component Manufacturing,130
29-1111,2004-11-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",150
29-1111,2004-11-01,335900,Other Electrical Equipment and Component Manufacturing,30
29-1111,2004-11-01,336300,Motor Vehicle Parts Manufacturing,230
29-1111,2004-11-01,336400,Aerospace Product and Parts Manufacturing,100
29-1111,2004-11-01,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,80
29-1111,2004-11-01,339100,Medical Equipment and Supplies Manufacturing,80
29-1111,2004-11-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,380
29-1111,2004-11-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,630
29-1111,2004-11-01,425100,Wholesale Electronic Markets and Agents and Brokers,70
29-1111,2004-11-01,446100,Health and Personal Care Stores,2080
29-1111,2004-11-01,454100,Electronic Shopping and Mail-Order Houses,140
29-1111,2004-11-01,481200,Nonscheduled Air Transportation,50
29-1111,2004-11-01,491100,Postal Service,200
29-1111,2004-11-01,493100,Warehousing and Storage,50
29-1111,2004-11-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",30
29-1111,2004-11-01,518200,"Data Processing, Hosting, and Related Services",70
29-1111,2004-11-01,522200,Nondepository Credit Intermediation,0
29-1111,2004-11-01,523100,Securities and Commodity Contracts Intermediation and Brokerage,30
29-1111,2004-11-01,523900,Other Financial Investment Activities,0
29-1111,2004-11-01,524100,Insurance Carriers,14800
29-1111,2004-11-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",3900
29-1111,2004-11-01,525100,Insurance and Employee Benefit Funds,880
29-1111,2004-11-01,531100,Lessors of Real Estate,890
29-1111,2004-11-01,531200,Offices of Real Estate Agents and Brokers,0
29-1111,2004-11-01,532200,Consumer Goods Rental,680
29-1111,2004-11-01,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,50
29-1111,2004-11-01,541100,Legal Services,330
29-1111,2004-11-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",1900
29-1111,2004-11-01,541300,"Architectural, Engineering, and Related Services",90
29-1111,2004-11-01,541500,Computer Systems Design and Related Services,250
29-1111,2004-11-01,541600,"Management, Scientific, and Technical Consulting Services",6410
29-1111,2004-11-01,541700,Scientific Research and Development Services,2250
29-1111,2004-11-01,541900,"Other Professional, Scientific, and Technical Services",0
29-1111,2004-11-01,551100,Management of Companies and Enterprises,7520
29-1111,2004-11-01,561100,Office Administrative Services,4220
29-1111,2004-11-01,561200,Facilities Support Services,520
29-1111,2004-11-01,561300,Employment Services,81070
29-1111,2004-11-01,561400,Business Support Services,460
29-1111,2004-11-01,611100,Elementary and Secondary Schools,46360
29-1111,2004-11-01,611200,Junior Colleges,540
29-1111,2004-11-01,611300,"Colleges, Universities, and Professional Schools",25880
29-1111,2004-11-01,611500,Technical and Trade Schools,90
29-1111,2004-11-01,611600,Other Schools and Instruction,190
29-1111,2004-11-01,611700,Educational Support Services,0
29-1111,2004-11-01,621100,Offices of Physicians,204720
29-1111,2004-11-01,621200,Offices of Dentists,1260
29-1111,2004-11-01,621300,Offices of Other Health Practitioners,11410
29-1111,2004-11-01,621400,Outpatient Care Centers,59760
29-1111,2004-11-01,621500,Medical and Diagnostic Laboratories,1760
29-1111,2004-11-01,621600,Home Health Care Services,114900
29-1111,2004-11-01,621900,Other Ambulatory Health Care Services,8530
29-1111,2004-11-01,622100,General Medical and Surgical Hospitals,1341840
29-1111,2004-11-01,622200,Psychiatric and Substance Abuse Hospitals,30720
29-1111,2004-11-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,39820
29-1111,2004-11-01,623100,Nursing Care Facilities,120560
29-1111,2004-11-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",11750
29-1111,2004-11-01,623300,Community Care Facilities for the Elderly,24080
29-1111,2004-11-01,623900,Other Residential Care Facilities,2190
29-1111,2004-11-01,624100,Individual and Family Services,10680
29-1111,2004-11-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",650
29-1111,2004-11-01,624300,Vocational Rehabilitation Services,2450
29-1111,2004-11-01,624400,Child Day Care Services,1010
29-1111,2004-11-01,711200,Spectator Sports,70
29-1111,2004-11-01,713100,Amusement Parks and Arcades,250
29-1111,2004-11-01,713900,Other Amusement and Recreation Industries,50
29-1111,2004-11-01,721100,Traveler Accommodation,70
29-1111,2004-11-01,721300,Rooming and Boarding Houses,40
29-1111,2004-11-01,812100,Personal Care Services,70
29-1111,2004-11-01,812900,Other Personal Services,120
29-1111,2004-11-01,813100,Religious Organizations,630
29-1111,2004-11-01,813200,Grantmaking and Giving Services,370
29-1111,2004-11-01,813300,Social Advocacy Organizations,240
29-1111,2004-11-01,813400,Civic and Social Organizations,180
29-1111,2004-11-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",700
29-1111,2004-11-01,999100,Federal Executive Branch ,49160
29-1111,2004-11-01,999200,State Government (OES designation),38700
29-1111,2004-11-01,999300,Local Government (OES designation),51750
29-1111,2005-05-01,221100,"Electric Power Generation, Transmission and Distribution",40
29-1111,2005-05-01,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,60
29-1111,2005-05-01,311600,Animal Slaughtering and Processing,270
29-1111,2005-05-01,322100,"Pulp, Paper, and Paperboard Mills",90
29-1111,2005-05-01,322200,Converted Paper Product Manufacturing,30
29-1111,2005-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1111,2005-05-01,325100,Basic Chemical Manufacturing,80
29-1111,2005-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",50
29-1111,2005-05-01,325400,Pharmaceutical and Medicine Manufacturing,130
29-1111,2005-05-01,325900,Other Chemical Product and Preparation Manufacturing,50
29-1111,2005-05-01,326100,Plastics Product Manufacturing,40
29-1111,2005-05-01,326200,Rubber Product Manufacturing,30
29-1111,2005-05-01,331500,Foundries,40
29-1111,2005-05-01,332900,Other Fabricated Metal Product Manufacturing,70
29-1111,2005-05-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",40
29-1111,2005-05-01,334400,Semiconductor and Other Electronic Component Manufacturing,110
29-1111,2005-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",110
29-1111,2005-05-01,336300,Motor Vehicle Parts Manufacturing,210
29-1111,2005-05-01,336400,Aerospace Product and Parts Manufacturing,100
29-1111,2005-05-01,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,80
29-1111,2005-05-01,339100,Medical Equipment and Supplies Manufacturing,0
29-1111,2005-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,350
29-1111,2005-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,680
29-1111,2005-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,70
29-1111,2005-05-01,446100,Health and Personal Care Stores,2070
29-1111,2005-05-01,454100,Electronic Shopping and Mail-Order Houses,160
29-1111,2005-05-01,491100,Postal Service,200
29-1111,2005-05-01,493100,Warehousing and Storage,40
29-1111,2005-05-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",0
29-1111,2005-05-01,518200,"Data Processing, Hosting, and Related Services",70
29-1111,2005-05-01,522200,Nondepository Credit Intermediation,40
29-1111,2005-05-01,523100,Securities and Commodity Contracts Intermediation and Brokerage,40
29-1111,2005-05-01,524100,Insurance Carriers,14970
29-1111,2005-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",4140
29-1111,2005-05-01,525100,Insurance and Employee Benefit Funds,0
29-1111,2005-05-01,531100,Lessors of Real Estate,710
29-1111,2005-05-01,532200,Consumer Goods Rental,510
29-1111,2005-05-01,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,60
29-1111,2005-05-01,541100,Legal Services,300
29-1111,2005-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",850
29-1111,2005-05-01,541300,"Architectural, Engineering, and Related Services",110
29-1111,2005-05-01,541500,Computer Systems Design and Related Services,250
29-1111,2005-05-01,541600,"Management, Scientific, and Technical Consulting Services",6630
29-1111,2005-05-01,541700,Scientific Research and Development Services,2760
29-1111,2005-05-01,541900,"Other Professional, Scientific, and Technical Services",150
29-1111,2005-05-01,551100,Management of Companies and Enterprises,8220
29-1111,2005-05-01,561100,Office Administrative Services,4630
29-1111,2005-05-01,561200,Facilities Support Services,630
29-1111,2005-05-01,561300,Employment Services,93500
29-1111,2005-05-01,561400,Business Support Services,290
29-1111,2005-05-01,611100,Elementary and Secondary Schools,46680
29-1111,2005-05-01,611200,Junior Colleges,560
29-1111,2005-05-01,611300,"Colleges, Universities, and Professional Schools",26170
29-1111,2005-05-01,611600,Other Schools and Instruction,180
29-1111,2005-05-01,611700,Educational Support Services,220
29-1111,2005-05-01,621100,Offices of Physicians,202790
29-1111,2005-05-01,621200,Offices of Dentists,1510
29-1111,2005-05-01,621300,Offices of Other Health Practitioners,10400
29-1111,2005-05-01,621400,Outpatient Care Centers,66200
29-1111,2005-05-01,621500,Medical and Diagnostic Laboratories,1640
29-1111,2005-05-01,621600,Home Health Care Services,117050
29-1111,2005-05-01,621900,Other Ambulatory Health Care Services,8580
29-1111,2005-05-01,622100,General Medical and Surgical Hospitals,1354020
29-1111,2005-05-01,622200,Psychiatric and Substance Abuse Hospitals,30590
29-1111,2005-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,40250
29-1111,2005-05-01,623100,Nursing Care Facilities,120200
29-1111,2005-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",11290
29-1111,2005-05-01,623300,Community Care Facilities for the Elderly,24320
29-1111,2005-05-01,623900,Other Residential Care Facilities,2050
29-1111,2005-05-01,624100,Individual and Family Services,11770
29-1111,2005-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",640
29-1111,2005-05-01,624300,Vocational Rehabilitation Services,2270
29-1111,2005-05-01,624400,Child Day Care Services,900
29-1111,2005-05-01,711200,Spectator Sports,90
29-1111,2005-05-01,713100,Amusement Parks and Arcades,290
29-1111,2005-05-01,713900,Other Amusement and Recreation Industries,40
29-1111,2005-05-01,721100,Traveler Accommodation,40
29-1111,2005-05-01,721300,Rooming and Boarding Houses,30
29-1111,2005-05-01,812100,Personal Care Services,0
29-1111,2005-05-01,812900,Other Personal Services,0
29-1111,2005-05-01,813100,Religious Organizations,470
29-1111,2005-05-01,813200,Grantmaking and Giving Services,370
29-1111,2005-05-01,813300,Social Advocacy Organizations,280
29-1111,2005-05-01,813400,Civic and Social Organizations,220
29-1111,2005-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",680
29-1111,2005-05-01,999100,Federal Executive Branch,49130
29-1111,2005-05-01,999200,State Government (OES designation),38740
29-1111,2005-05-01,999300,Local Government (OES designation),49100
29-1111,2006-05-01,221100,"Electric Power Generation, Transmission and Distribution",30
29-1111,2006-05-01,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,40
29-1111,2006-05-01,311600,Animal Slaughtering and Processing,270
29-1111,2006-05-01,313100,"Fiber, Yarn, and Thread Mills",30
29-1111,2006-05-01,322100,"Pulp, Paper, and Paperboard Mills",90
29-1111,2006-05-01,322200,Converted Paper Product Manufacturing,40
29-1111,2006-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1111,2006-05-01,325100,Basic Chemical Manufacturing,70
29-1111,2006-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",50
29-1111,2006-05-01,325400,Pharmaceutical and Medicine Manufacturing,130
29-1111,2006-05-01,331100,Iron and Steel Mills and Ferroalloy Manufacturing,30
29-1111,2006-05-01,331500,Foundries,60
29-1111,2006-05-01,332900,Other Fabricated Metal Product Manufacturing,70
29-1111,2006-05-01,334400,Semiconductor and Other Electronic Component Manufacturing,90
29-1111,2006-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",80
29-1111,2006-05-01,335900,Other Electrical Equipment and Component Manufacturing,30
29-1111,2006-05-01,336400,Aerospace Product and Parts Manufacturing,110
29-1111,2006-05-01,336600,Ship and Boat Building,30
29-1111,2006-05-01,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,40
29-1111,2006-05-01,339100,Medical Equipment and Supplies Manufacturing,120
29-1111,2006-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,370
29-1111,2006-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,1100
29-1111,2006-05-01,446100,Health and Personal Care Stores,1770
29-1111,2006-05-01,454100,Electronic Shopping and Mail-Order Houses,240
29-1111,2006-05-01,481100,Scheduled Air Transportation,80
29-1111,2006-05-01,481200,Nonscheduled Air Transportation,0
29-1111,2006-05-01,491100,Postal Service,200
29-1111,2006-05-01,493100,Warehousing and Storage,50
29-1111,2006-05-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",50
29-1111,2006-05-01,518200,"Data Processing, Hosting, and Related Services",70
29-1111,2006-05-01,524100,Insurance Carriers,16990
29-1111,2006-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",4170
29-1111,2006-05-01,525100,Insurance and Employee Benefit Funds,1060
29-1111,2006-05-01,531100,Lessors of Real Estate,860
29-1111,2006-05-01,531300,Activities Related to Real Estate,0
29-1111,2006-05-01,532200,Consumer Goods Rental,440
29-1111,2006-05-01,541100,Legal Services,340
29-1111,2006-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",420
29-1111,2006-05-01,541300,"Architectural, Engineering, and Related Services",0
29-1111,2006-05-01,541500,Computer Systems Design and Related Services,230
29-1111,2006-05-01,541600,"Management, Scientific, and Technical Consulting Services",4100
29-1111,2006-05-01,541700,Scientific Research and Development Services,2750
29-1111,2006-05-01,541900,"Other Professional, Scientific, and Technical Services",150
29-1111,2006-05-01,551100,Management of Companies and Enterprises,9040
29-1111,2006-05-01,561100,Office Administrative Services,4700
29-1111,2006-05-01,561200,Facilities Support Services,600
29-1111,2006-05-01,561300,Employment Services,95490
29-1111,2006-05-01,561400,Business Support Services,410
29-1111,2006-05-01,611100,Elementary and Secondary Schools,47280
29-1111,2006-05-01,611200,Junior Colleges,650
29-1111,2006-05-01,611300,"Colleges, Universities, and Professional Schools",28760
29-1111,2006-05-01,611500,Technical and Trade Schools,0
29-1111,2006-05-01,611600,Other Schools and Instruction,190
29-1111,2006-05-01,611700,Educational Support Services,170
29-1111,2006-05-01,621100,Offices of Physicians,209260
29-1111,2006-05-01,621200,Offices of Dentists,1510
29-1111,2006-05-01,621300,Offices of Other Health Practitioners,10720
29-1111,2006-05-01,621400,Outpatient Care Centers,69870
29-1111,2006-05-01,621500,Medical and Diagnostic Laboratories,1870
