OCC_CODE,REPORT_DATE,NAICS,NAICS_TITLE,TOT_EMP
21-1021,2004-05-01,611300,"Colleges, Universities, and Professional Schools",950
21-1022,2004-05-01,611300,"Colleges, Universities, and Professional Schools",780
21-1023,2004-05-01,611300,"Colleges, Universities, and Professional Schools",190
21-1029,2004-05-01,611300,"Colleges, Universities, and Professional Schools",310
29-1021,2004-05-01,611300,"Colleges, Universities, and Professional Schools",250
29-1051,2004-05-01,611300,"Colleges, Universities, and Professional Schools",1170
29-1061,2004-05-01,611300,"Colleges, Universities, and Professional Schools",380
29-1062,2004-05-01,611300,"Colleges, Universities, and Professional Schools",5970
29-1063,2004-05-01,611300,"Colleges, Universities, and Professional Schools",740
29-1064,2004-05-01,611300,"Colleges, Universities, and Professional Schools",630
29-1065,2004-05-01,611300,"Colleges, Universities, and Professional Schools",1290
29-1066,2004-05-01,611300,"Colleges, Universities, and Professional Schools",380
29-1067,2004-05-01,611300,"Colleges, Universities, and Professional Schools",1000
29-1069,2004-05-01,611300,"Colleges, Universities, and Professional Schools",8410
29-1071,2004-05-01,611300,"Colleges, Universities, and Professional Schools",1390
29-1111,2004-05-01,611300,"Colleges, Universities, and Professional Schools",26940
21-1021,2004-05-01,611400,Business Schools and Computer and Management Training,190
21-1029,2004-05-01,611400,Business Schools and Computer and Management Training,0
21-1021,2004-05-01,611500,Technical and Trade Schools,40
29-1111,2004-05-01,611500,Technical and Trade Schools,0
21-1021,2004-05-01,611600,Other Schools and Instruction,330
21-1022,2004-05-01,611600,Other Schools and Instruction,60
29-1111,2004-05-01,611600,Other Schools and Instruction,230
21-1021,2004-05-01,611700,Educational Support Services,400
21-1022,2004-05-01,611700,Educational Support Services,60
21-1023,2004-05-01,611700,Educational Support Services,80
21-1029,2004-05-01,611700,Educational Support Services,0
29-1111,2004-05-01,611700,Educational Support Services,110
21-1021,2004-05-01,621100,Offices of Physicians,1210
21-1022,2004-05-01,621100,Offices of Physicians,2870
21-1023,2004-05-01,621100,Offices of Physicians,3870
21-1029,2004-05-01,621100,Offices of Physicians,240
29-1021,2004-05-01,621100,Offices of Physicians,1390
29-1022,2004-05-01,621100,Offices of Physicians,110
29-1023,2004-05-01,621100,Offices of Physicians,30
29-1051,2004-05-01,621100,Offices of Physicians,3700
29-1061,2004-05-01,621100,Offices of Physicians,20390
29-1062,2004-05-01,621100,Offices of Physicians,69570
29-1063,2004-05-01,621100,Offices of Physicians,38390
29-1064,2004-05-01,621100,Offices of Physicians,17650
29-1065,2004-05-01,621100,Offices of Physicians,19530
29-1066,2004-05-01,621100,Offices of Physicians,7930
29-1067,2004-05-01,621100,Offices of Physicians,48310
29-1069,2004-05-01,621100,Offices of Physicians,66570
29-1071,2004-05-01,621100,Offices of Physicians,32300
29-1111,2004-05-01,621100,Offices of Physicians,205300
29-1021,2004-05-01,621200,Offices of Dentists,77130
29-1022,2004-05-01,621200,Offices of Dentists,4530
29-1023,2004-05-01,621200,Offices of Dentists,5880
29-1024,2004-05-01,621200,Offices of Dentists,0
29-1029,2004-05-01,621200,Offices of Dentists,1850
29-1061,2004-05-01,621200,Offices of Dentists,0
29-1062,2004-05-01,621200,Offices of Dentists,280
29-1067,2004-05-01,621200,Offices of Dentists,0
29-1071,2004-05-01,621200,Offices of Dentists,610
29-1111,2004-05-01,621200,Offices of Dentists,1050
21-1021,2004-05-01,621300,Offices of Other Health Practitioners,1840
21-1022,2004-05-01,621300,Offices of Other Health Practitioners,1400
21-1023,2004-05-01,621300,Offices of Other Health Practitioners,3120
21-1029,2004-05-01,621300,Offices of Other Health Practitioners,310
29-1021,2004-05-01,621300,Offices of Other Health Practitioners,50
29-1051,2004-05-01,621300,Offices of Other Health Practitioners,130
29-1061,2004-05-01,621300,Offices of Other Health Practitioners,210
29-1062,2004-05-01,621300,Offices of Other Health Practitioners,700
29-1063,2004-05-01,621300,Offices of Other Health Practitioners,160
29-1065,2004-05-01,621300,Offices of Other Health Practitioners,60
29-1066,2004-05-01,621300,Offices of Other Health Practitioners,700
29-1067,2004-05-01,621300,Offices of Other Health Practitioners,480
29-1069,2004-05-01,621300,Offices of Other Health Practitioners,660
29-1071,2004-05-01,621300,Offices of Other Health Practitioners,1290
29-1111,2004-05-01,621300,Offices of Other Health Practitioners,10460
21-1021,2004-05-01,621400,Outpatient Care Centers,4830
21-1022,2004-05-01,621400,Outpatient Care Centers,5160
21-1023,2004-05-01,621400,Outpatient Care Centers,16920
21-1029,2004-05-01,621400,Outpatient Care Centers,1350
29-1021,2004-05-01,621400,Outpatient Care Centers,720
29-1051,2004-05-01,621400,Outpatient Care Centers,1940
29-1061,2004-05-01,621400,Outpatient Care Centers,0
29-1062,2004-05-01,621400,Outpatient Care Centers,4840
29-1063,2004-05-01,621400,Outpatient Care Centers,2550
29-1064,2004-05-01,621400,Outpatient Care Centers,490
29-1065,2004-05-01,621400,Outpatient Care Centers,850
29-1066,2004-05-01,621400,Outpatient Care Centers,2700
29-1067,2004-05-01,621400,Outpatient Care Centers,820
29-1069,2004-05-01,621400,Outpatient Care Centers,5210
29-1071,2004-05-01,621400,Outpatient Care Centers,3250
29-1111,2004-05-01,621400,Outpatient Care Centers,57800
21-1022,2004-05-01,621500,Medical and Diagnostic Laboratories,0
29-1051,2004-05-01,621500,Medical and Diagnostic Laboratories,50
29-1062,2004-05-01,621500,Medical and Diagnostic Laboratories,90
29-1063,2004-05-01,621500,Medical and Diagnostic Laboratories,0
29-1067,2004-05-01,621500,Medical and Diagnostic Laboratories,30
29-1069,2004-05-01,621500,Medical and Diagnostic Laboratories,2160
29-1071,2004-05-01,621500,Medical and Diagnostic Laboratories,250
29-1111,2004-05-01,621500,Medical and Diagnostic Laboratories,1610
21-1021,2004-05-01,621600,Home Health Care Services,770
21-1022,2004-05-01,621600,Home Health Care Services,8690
21-1023,2004-05-01,621600,Home Health Care Services,420
21-1029,2004-05-01,621600,Home Health Care Services,0
29-1051,2004-05-01,621600,Home Health Care Services,2000
29-1062,2004-05-01,621600,Home Health Care Services,610
29-1063,2004-05-01,621600,Home Health Care Services,110
29-1069,2004-05-01,621600,Home Health Care Services,0
29-1071,2004-05-01,621600,Home Health Care Services,170
29-1111,2004-05-01,621600,Home Health Care Services,114870
21-1021,2004-05-01,621900,Other Ambulatory Health Care Services,0
21-1022,2004-05-01,621900,Other Ambulatory Health Care Services,310
21-1023,2004-05-01,621900,Other Ambulatory Health Care Services,150
29-1051,2004-05-01,621900,Other Ambulatory Health Care Services,50
29-1061,2004-05-01,621900,Other Ambulatory Health Care Services,0
29-1062,2004-05-01,621900,Other Ambulatory Health Care Services,260
29-1063,2004-05-01,621900,Other Ambulatory Health Care Services,110
29-1064,2004-05-01,621900,Other Ambulatory Health Care Services,50
29-1067,2004-05-01,621900,Other Ambulatory Health Care Services,50
29-1069,2004-05-01,621900,Other Ambulatory Health Care Services,420
29-1071,2004-05-01,621900,Other Ambulatory Health Care Services,120
29-1111,2004-05-01,621900,Other Ambulatory Health Care Services,8660
21-1021,2004-05-01,622100,General Medical and Surgical Hospitals,2580
21-1022,2004-05-01,622100,General Medical and Surgical Hospitals,31170
21-1023,2004-05-01,622100,General Medical and Surgical Hospitals,7300
21-1029,2004-05-01,622100,General Medical and Surgical Hospitals,4100
29-1021,2004-05-01,622100,General Medical and Surgical Hospitals,850
29-1022,2004-05-01,622100,General Medical and Surgical Hospitals,190
29-1023,2004-05-01,622100,General Medical and Surgical Hospitals,190
29-1029,2004-05-01,622100,General Medical and Surgical Hospitals,120
29-1051,2004-05-01,622100,General Medical and Surgical Hospitals,50400
29-1061,2004-05-01,622100,General Medical and Surgical Hospitals,2820
29-1062,2004-05-01,622100,General Medical and Surgical Hospitals,16580
29-1063,2004-05-01,622100,General Medical and Surgical Hospitals,7790
29-1064,2004-05-01,622100,General Medical and Surgical Hospitals,1890
29-1065,2004-05-01,622100,General Medical and Surgical Hospitals,3860
29-1066,2004-05-01,622100,General Medical and Surgical Hospitals,3000
29-1067,2004-05-01,622100,General Medical and Surgical Hospitals,3780
29-1069,2004-05-01,622100,General Medical and Surgical Hospitals,48900
29-1071,2004-05-01,622100,General Medical and Surgical Hospitals,13890
29-1111,2004-05-01,622100,General Medical and Surgical Hospitals,1325550
21-1021,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,1940
21-1022,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,2000
21-1023,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,9650
21-1029,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,1610
29-1021,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,120
29-1051,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,1130
29-1062,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,900
29-1063,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,140
29-1066,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,3080
29-1069,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,300
29-1071,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,210
29-1111,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,31240
21-1021,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,350
21-1022,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,1770
21-1023,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,1270
21-1029,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,120
29-1021,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,80
29-1051,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,1640
29-1061,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,70
29-1062,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,160
29-1063,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,100
29-1065,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,510
29-1066,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,130
29-1067,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,0
29-1069,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,1710
29-1071,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,170
29-1111,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,39320
21-1021,2004-05-01,623100,Nursing Care Facilities,0
21-1022,2004-05-01,623100,Nursing Care Facilities,10390
21-1023,2004-05-01,623100,Nursing Care Facilities,390
21-1029,2004-05-01,623100,Nursing Care Facilities,1060
29-1051,2004-05-01,623100,Nursing Care Facilities,510
29-1062,2004-05-01,623100,Nursing Care Facilities,90
29-1063,2004-05-01,623100,Nursing Care Facilities,40
29-1066,2004-05-01,623100,Nursing Care Facilities,40
29-1069,2004-05-01,623100,Nursing Care Facilities,90
29-1071,2004-05-01,623100,Nursing Care Facilities,130
29-1111,2004-05-01,623100,Nursing Care Facilities,119860
21-1021,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",4600
21-1022,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",1560
21-1023,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",11210
21-1029,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",2590
29-1051,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",70
29-1062,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",70
29-1065,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",0
29-1066,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",380
29-1111,2004-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",11380
21-1022,2004-05-01,623300,Community Care Facilities for the Elderly,2010
21-1023,2004-05-01,623300,Community Care Facilities for the Elderly,320
21-1029,2004-05-01,623300,Community Care Facilities for the Elderly,430
29-1051,2004-05-01,623300,Community Care Facilities for the Elderly,180
29-1111,2004-05-01,623300,Community Care Facilities for the Elderly,23110
21-1021,2004-05-01,623900,Other Residential Care Facilities,9650
21-1022,2004-05-01,623900,Other Residential Care Facilities,580
21-1023,2004-05-01,623900,Other Residential Care Facilities,2490
21-1029,2004-05-01,623900,Other Residential Care Facilities,1220
29-1066,2004-05-01,623900,Other Residential Care Facilities,110
29-1111,2004-05-01,623900,Other Residential Care Facilities,2450
21-1021,2004-05-01,624100,Individual and Family Services,43900
21-1022,2004-05-01,624100,Individual and Family Services,10100
21-1023,2004-05-01,624100,Individual and Family Services,18450
21-1029,2004-05-01,624100,Individual and Family Services,8900
29-1021,2004-05-01,624100,Individual and Family Services,90
29-1062,2004-05-01,624100,Individual and Family Services,90
29-1066,2004-05-01,624100,Individual and Family Services,690
29-1069,2004-05-01,624100,Individual and Family Services,40
29-1071,2004-05-01,624100,Individual and Family Services,90
29-1111,2004-05-01,624100,Individual and Family Services,13130
21-1021,2004-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",5940
21-1022,2004-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",760
21-1023,2004-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",2680
21-1029,2004-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",1580
29-1111,2004-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",600
21-1021,2004-05-01,624300,Vocational Rehabilitation Services,1680
21-1022,2004-05-01,624300,Vocational Rehabilitation Services,810
21-1023,2004-05-01,624300,Vocational Rehabilitation Services,1140
21-1029,2004-05-01,624300,Vocational Rehabilitation Services,1190
29-1066,2004-05-01,624300,Vocational Rehabilitation Services,70
29-1111,2004-05-01,624300,Vocational Rehabilitation Services,2200
21-1021,2004-05-01,624400,Child Day Care Services,8090
21-1022,2004-05-01,624400,Child Day Care Services,240
21-1023,2004-05-01,624400,Child Day Care Services,420
21-1029,2004-05-01,624400,Child Day Care Services,170
29-1071,2004-05-01,624400,Child Day Care Services,0
29-1111,2004-05-01,624400,Child Day Care Services,1070
29-1111,2004-05-01,711200,Spectator Sports,90
29-1111,2004-05-01,713100,Amusement Parks and Arcades,240
29-1111,2004-05-01,713900,Other Amusement and Recreation Industries,40
29-1111,2004-05-01,721100,Traveler Accommodation,70
21-1021,2004-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,40
29-1111,2004-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,40
29-1111,2004-05-01,721300,Rooming and Boarding Houses,40
29-1111,2004-05-01,812100,Personal Care Services,0
21-1022,2004-05-01,812200,Death Care Services,50
29-1111,2004-05-01,812900,Other Personal Services,90
21-1021,2004-05-01,813100,Religious Organizations,460
21-1022,2004-05-01,813100,Religious Organizations,80
21-1023,2004-05-01,813100,Religious Organizations,240
29-1111,2004-05-01,813100,Religious Organizations,590
21-1021,2004-05-01,813200,Grantmaking and Giving Services,1750
21-1022,2004-05-01,813200,Grantmaking and Giving Services,1120
21-1023,2004-05-01,813200,Grantmaking and Giving Services,670
21-1029,2004-05-01,813200,Grantmaking and Giving Services,300
29-1111,2004-05-01,813200,Grantmaking and Giving Services,370
21-1021,2004-05-01,813300,Social Advocacy Organizations,5160
21-1022,2004-05-01,813300,Social Advocacy Organizations,1600
21-1023,2004-05-01,813300,Social Advocacy Organizations,2020
21-1029,2004-05-01,813300,Social Advocacy Organizations,1260
29-1111,2004-05-01,813300,Social Advocacy Organizations,300
21-1021,2004-05-01,813400,Civic and Social Organizations,3900
21-1022,2004-05-01,813400,Civic and Social Organizations,350
21-1023,2004-05-01,813400,Civic and Social Organizations,460
21-1029,2004-05-01,813400,Civic and Social Organizations,360
29-1111,2004-05-01,813400,Civic and Social Organizations,0
21-1021,2004-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",250
21-1022,2004-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",70
21-1023,2004-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",100
21-1029,2004-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",80
29-1051,2004-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",40
29-1111,2004-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",560
21-1029,2004-05-01,999100,Federal Executive Branch,4550
29-1021,2004-05-01,999100,Federal Executive Branch,1240
29-1051,2004-05-01,999100,Federal Executive Branch,5510
29-1069,2004-05-01,999100,Federal Executive Branch,19250
29-1071,2004-05-01,999100,Federal Executive Branch,2400
29-1111,2004-05-01,999100,Federal Executive Branch,48490
21-1021,2004-05-01,999200,State Government (OES designation),57070
21-1022,2004-05-01,999200,State Government (OES designation),5190
21-1023,2004-05-01,999200,State Government (OES designation),9150
21-1029,2004-05-01,999200,State Government (OES designation),5660
29-1021,2004-05-01,999200,State Government (OES designation),920
29-1029,2004-05-01,999200,State Government (OES designation),270
29-1051,2004-05-01,999200,State Government (OES designation),1090
29-1061,2004-05-01,999200,State Government (OES designation),40
29-1062,2004-05-01,999200,State Government (OES designation),1260
29-1063,2004-05-01,999200,State Government (OES designation),140
29-1066,2004-05-01,999200,State Government (OES designation),950
29-1069,2004-05-01,999200,State Government (OES designation),1270
29-1071,2004-05-01,999200,State Government (OES designation),290
29-1111,2004-05-01,999200,State Government (OES designation),35540
21-1021,2004-05-01,999300,Local Government (OES designation),50800
21-1022,2004-05-01,999300,Local Government (OES designation),10130
21-1023,2004-05-01,999300,Local Government (OES designation),12970
21-1029,2004-05-01,999300,Local Government (OES designation),17730
29-1021,2004-05-01,999300,Local Government (OES designation),530
29-1029,2004-05-01,999300,Local Government (OES designation),60
29-1051,2004-05-01,999300,Local Government (OES designation),820
29-1062,2004-05-01,999300,Local Government (OES designation),3750
29-1063,2004-05-01,999300,Local Government (OES designation),70
29-1065,2004-05-01,999300,Local Government (OES designation),40
29-1066,2004-05-01,999300,Local Government (OES designation),1700
29-1067,2004-05-01,999300,Local Government (OES designation),0
29-1069,2004-05-01,999300,Local Government (OES designation),1580
29-1071,2004-05-01,999300,Local Government (OES designation),470
29-1111,2004-05-01,999300,Local Government (OES designation),51320
29-1111,2005-05-01,221100,"Electric Power Generation, Transmission and Distribution",40
29-1111,2005-05-01,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,60
29-1111,2005-05-01,311600,Animal Slaughtering and Processing,270
29-1111,2005-05-01,322100,"Pulp, Paper, and Paperboard Mills",90
29-1111,2005-05-01,322200,Converted Paper Product Manufacturing,30
29-1111,2005-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1111,2005-05-01,325100,Basic Chemical Manufacturing,80
29-1111,2005-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",50
29-1051,2005-05-01,325400,Pharmaceutical and Medicine Manufacturing,280
29-1111,2005-05-01,325400,Pharmaceutical and Medicine Manufacturing,130
29-1111,2005-05-01,325900,Other Chemical Product and Preparation Manufacturing,50
29-1111,2005-05-01,326100,Plastics Product Manufacturing,40
29-1111,2005-05-01,326200,Rubber Product Manufacturing,30
29-1111,2005-05-01,331500,Foundries,40
29-1111,2005-05-01,332900,Other Fabricated Metal Product Manufacturing,70
29-1111,2005-05-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",40
29-1111,2005-05-01,334400,Semiconductor and Other Electronic Component Manufacturing,110
29-1111,2005-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",110
29-1111,2005-05-01,336300,Motor Vehicle Parts Manufacturing,210
29-1111,2005-05-01,336400,Aerospace Product and Parts Manufacturing,100
29-1111,2005-05-01,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,80
29-1021,2005-05-01,339100,Medical Equipment and Supplies Manufacturing,0
29-1024,2005-05-01,339100,Medical Equipment and Supplies Manufacturing,0
29-1111,2005-05-01,339100,Medical Equipment and Supplies Manufacturing,0
29-1051,2005-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,600
29-1111,2005-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,350
29-1051,2005-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,3970
29-1069,2005-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,150
29-1111,2005-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,680
29-1051,2005-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,520
29-1111,2005-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,70
29-1051,2005-05-01,444100,Building Material and Supplies Dealers,0
29-1051,2005-05-01,445100,Grocery Stores,18770
29-1051,2005-05-01,446100,Health and Personal Care Stores,103230
29-1069,2005-05-01,446100,Health and Personal Care Stores,90
29-1111,2005-05-01,446100,Health and Personal Care Stores,2070
29-1051,2005-05-01,452100,Department Stores,11890
29-1051,2005-05-01,452900,Other General Merchandise Stores,10130
29-1051,2005-05-01,454100,Electronic Shopping and Mail-Order Houses,2820
29-1111,2005-05-01,454100,Electronic Shopping and Mail-Order Houses,160
29-1111,2005-05-01,491100,Postal Service,200
29-1051,2005-05-01,493100,Warehousing and Storage,230
29-1111,2005-05-01,493100,Warehousing and Storage,40
29-1111,2005-05-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",0
29-1111,2005-05-01,518200,"Data Processing, Hosting, and Related Services",70
29-1111,2005-05-01,522200,Nondepository Credit Intermediation,40
29-1111,2005-05-01,523100,Securities and Commodity Contracts Intermediation and Brokerage,40
21-1022,2005-05-01,524100,Insurance Carriers,770
21-1023,2005-05-01,524100,Insurance Carriers,60
21-1029,2005-05-01,524100,Insurance Carriers,110
29-1021,2005-05-01,524100,Insurance Carriers,0
29-1051,2005-05-01,524100,Insurance Carriers,0
29-1062,2005-05-01,524100,Insurance Carriers,60
29-1069,2005-05-01,524100,Insurance Carriers,240
29-1071,2005-05-01,524100,Insurance Carriers,120
29-1111,2005-05-01,524100,Insurance Carriers,14970
21-1022,2005-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",0
29-1111,2005-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",4140
21-1022,2005-05-01,525100,Insurance and Employee Benefit Funds,30
29-1051,2005-05-01,525100,Insurance and Employee Benefit Funds,50
29-1111,2005-05-01,525100,Insurance and Employee Benefit Funds,0
29-1111,2005-05-01,531100,Lessors of Real Estate,710
21-1029,2005-05-01,531300,Activities Related to Real Estate,0
29-1051,2005-05-01,532200,Consumer Goods Rental,230
29-1111,2005-05-01,532200,Consumer Goods Rental,510
29-1051,2005-05-01,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,40
29-1111,2005-05-01,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,60
21-1021,2005-05-01,541100,Legal Services,100
29-1111,2005-05-01,541100,Legal Services,300
29-1111,2005-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",850
29-1111,2005-05-01,541300,"Architectural, Engineering, and Related Services",110
29-1069,2005-05-01,541500,Computer Systems Design and Related Services,70
29-1111,2005-05-01,541500,Computer Systems Design and Related Services,250
21-1021,2005-05-01,541600,"Management, Scientific, and Technical Consulting Services",190
21-1022,2005-05-01,541600,"Management, Scientific, and Technical Consulting Services",70
21-1023,2005-05-01,541600,"Management, Scientific, and Technical Consulting Services",330
21-1029,2005-05-01,541600,"Management, Scientific, and Technical Consulting Services",280
29-1051,2005-05-01,541600,"Management, Scientific, and Technical Consulting Services",320
29-1062,2005-05-01,541600,"Management, Scientific, and Technical Consulting Services",70
29-1069,2005-05-01,541600,"Management, Scientific, and Technical Consulting Services",0
29-1111,2005-05-01,541600,"Management, Scientific, and Technical Consulting Services",6630
21-1021,2005-05-01,541700,Scientific Research and Development Services,320
21-1022,2005-05-01,541700,Scientific Research and Development Services,1270
21-1029,2005-05-01,541700,Scientific Research and Development Services,70
29-1051,2005-05-01,541700,Scientific Research and Development Services,110
29-1066,2005-05-01,541700,Scientific Research and Development Services,340
29-1069,2005-05-01,541700,Scientific Research and Development Services,360
29-1071,2005-05-01,541700,Scientific Research and Development Services,190
29-1111,2005-05-01,541700,Scientific Research and Development Services,2760
29-1111,2005-05-01,541900,"Other Professional, Scientific, and Technical Services",150
21-1021,2005-05-01,551100,Management of Companies and Enterprises,2060
21-1022,2005-05-01,551100,Management of Companies and Enterprises,780
21-1023,2005-05-01,551100,Management of Companies and Enterprises,0
21-1029,2005-05-01,551100,Management of Companies and Enterprises,950
29-1021,2005-05-01,551100,Management of Companies and Enterprises,0
29-1051,2005-05-01,551100,Management of Companies and Enterprises,850
29-1062,2005-05-01,551100,Management of Companies and Enterprises,360
29-1063,2005-05-01,551100,Management of Companies and Enterprises,0
29-1065,2005-05-01,551100,Management of Companies and Enterprises,40
29-1066,2005-05-01,551100,Management of Companies and Enterprises,120
29-1069,2005-05-01,551100,Management of Companies and Enterprises,830
29-1071,2005-05-01,551100,Management of Companies and Enterprises,0
29-1111,2005-05-01,551100,Management of Companies and Enterprises,8220
21-1021,2005-05-01,561100,Office Administrative Services,140
21-1022,2005-05-01,561100,Office Administrative Services,170
21-1023,2005-05-01,561100,Office Administrative Services,0
21-1029,2005-05-01,561100,Office Administrative Services,0
29-1051,2005-05-01,561100,Office Administrative Services,0
29-1062,2005-05-01,561100,Office Administrative Services,0
29-1069,2005-05-01,561100,Office Administrative Services,0
29-1071,2005-05-01,561100,Office Administrative Services,440
29-1111,2005-05-01,561100,Office Administrative Services,4630
21-1023,2005-05-01,561200,Facilities Support Services,190
21-1029,2005-05-01,561200,Facilities Support Services,40
29-1111,2005-05-01,561200,Facilities Support Services,630
21-1021,2005-05-01,561300,Employment Services,0
21-1022,2005-05-01,561300,Employment Services,350
21-1023,2005-05-01,561300,Employment Services,630
21-1029,2005-05-01,561300,Employment Services,250
29-1021,2005-05-01,561300,Employment Services,160
29-1051,2005-05-01,561300,Employment Services,0
29-1062,2005-05-01,561300,Employment Services,250
29-1069,2005-05-01,561300,Employment Services,2200
29-1071,2005-05-01,561300,Employment Services,650
29-1111,2005-05-01,561300,Employment Services,93500
29-1051,2005-05-01,561400,Business Support Services,0
29-1111,2005-05-01,561400,Business Support Services,290
21-1021,2005-05-01,611100,Elementary and Secondary Schools,37370
21-1022,2005-05-01,611100,Elementary and Secondary Schools,310
21-1023,2005-05-01,611100,Elementary and Secondary Schools,530
21-1029,2005-05-01,611100,Elementary and Secondary Schools,1070
29-1062,2005-05-01,611100,Elementary and Secondary Schools,90
29-1065,2005-05-01,611100,Elementary and Secondary Schools,60
29-1066,2005-05-01,611100,Elementary and Secondary Schools,70
29-1069,2005-05-01,611100,Elementary and Secondary Schools,60
29-1111,2005-05-01,611100,Elementary and Secondary Schools,46680
21-1021,2005-05-01,611200,Junior Colleges,470
21-1029,2005-05-01,611200,Junior Colleges,420
29-1021,2005-05-01,611200,Junior Colleges,60
29-1111,2005-05-01,611200,Junior Colleges,560
21-1021,2005-05-01,611300,"Colleges, Universities, and Professional Schools",820
21-1022,2005-05-01,611300,"Colleges, Universities, and Professional Schools",770
21-1023,2005-05-01,611300,"Colleges, Universities, and Professional Schools",200
21-1029,2005-05-01,611300,"Colleges, Universities, and Professional Schools",280
29-1021,2005-05-01,611300,"Colleges, Universities, and Professional Schools",210
29-1029,2005-05-01,611300,"Colleges, Universities, and Professional Schools",0
29-1051,2005-05-01,611300,"Colleges, Universities, and Professional Schools",1170
29-1061,2005-05-01,611300,"Colleges, Universities, and Professional Schools",520
29-1062,2005-05-01,611300,"Colleges, Universities, and Professional Schools",5130
29-1063,2005-05-01,611300,"Colleges, Universities, and Professional Schools",760
